Title,Price,Link,Mileage,Color,State,Gearbox,Year,Cylindrée,Brand,Model,Body_type,Fuel
??PEUGEOT 3008 EHDI ??,upon request,https://www.tayara.tn/item/67fa3157fd1c6385be4c9181/Voitures/Ariana/Les_Jardins_El_Menzah_2/PEUGEOT_3008_EHDI_/,130439.0,Blanc,Nouveau,Manuelle,2021.0,1.5L,Peugeot,3008,Berline,Diesel
??Mazda CX~5 SKYACTIV (4x4)??,upon request,https://www.tayara.tn/item/67f4f15aca3467b14e7792b2/Voitures/Ariana/Les_Jardins_El_Menzah_2/Mazda_CX5_SKYACTIV_4x4/,201870.0,Noir,Nouveau,Automatique,2015.0,2.0L,Mazda,CX-5,4 x 4,Essence
??Kia picanto ??,upon request,https://www.tayara.tn/item/67fa32c2ca3467b14e7c1675/Voitures/Ariana/Les_Jardins_El_Menzah_2/Kia_picanto_/,26727.0,Noir,Nouveau,Manuelle,2022.0,<1.0L,Kia,Picanto,Berline,Essence
??Audi Q5 QUATTRO S Line??,upon request,https://www.tayara.tn/item/67f4f369ca3467b14e7795c4/Voitures/Ariana/Les_Jardins_El_Menzah_2/Audi_Q5_QUATTRO_S_Line/,242102.0,Noir,Nouveau,Manuelle,2013.0,2.0L,Audi,Q5,4 x 4,Diesel
??AUDI Q3 SP BACK S Line??,upon request,https://www.tayara.tn/item/68074ea6c5beda2b51ccba2c/Voitures/Ariana/Les_Jardins_El_Menzah_2/AUDI_Q3_SP_BACK_S_Line/,116520.0,Gris,Nouveau,Automatique,2020.0,1.5L,Audi,Q3,Berline,Essence
?? Golf 6 Match ??,upon request,https://www.tayara.tn/item/67b45ed986d5f7a45c1d788c/Voitures/Ariana/Les_Jardins_El_Menzah_2/_Golf_6_Match_/,245123.0,Gris,Nouveau,Manuelle,2012.0,1.2L,Volkswagen,Golf,Berline,Essence
??Mercedes-benz A 250e ??,upon request,https://www.tayara.tn/item/67cffc79c68ce6b5539b64b1/Voitures/Ariana/Les_Jardins_El_Menzah_2/Mercedesbenz_A_250e_/,21345.0,Bleu,Nouveau,Automatique,2022.0,1.4L,Mercedes-Benz,Classe A,Berline,Essence
??HYUNDAI KONA (4x4)??,upon request,https://www.tayara.tn/item/67fa34f8ca3467b14e7c18b4/Voitures/Ariana/Les_Jardins_El_Menzah_2/HYUNDAI_KONA_4x4/,58658.0,Gris,Nouveau,Automatique,2022.0,1.6L,Hyundai,Kona,4 x 4,Essence
??PEUGEOT PARTNER k9 ??,upon request,https://www.tayara.tn/item/67ab289186d5f7a45c1788d8/Voitures/Ariana/Les_Jardins_El_Menzah_2/PEUGEOT_PARTNER_k9_/,168993.0,Noir,Nouveau,Manuelle,2020.0,1.6L,Peugeot,Partner,Berline,Diesel
??LAND ROVER EVOQUE DYNAMIC??,upon request,https://www.tayara.tn/item/67f4f20ffd1c6385be4810ae/Voitures/Ariana/Les_Jardins_El_Menzah_2/LAND_ROVER_EVOQUE_DYNAMIC/,176037.0,Noir,Nouveau,Automatique,2013.0,2.2L,Land Rover,Range Rover Evoque,4 x 4,Diesel
??BMW 420i sport ??,upon request,https://www.tayara.tn/item/67c2dba1119f0ab09bcdac60/Voitures/Ariana/Les_Jardins_El_Menzah_2/BMW_420i_sport_/,106223.0,Blanc,Nouveau,Automatique,2015.0,2.0L,BMW,Serie 4,Berline,Essence
?? Mercedes C180 ??,upon request,https://www.tayara.tn/item/67f4f4f2ca3467b14e7797e1/Voitures/Ariana/Les_Jardins_El_Menzah_2/_Mercedes_C180_/,52047.0,Noir,Nouveau,Automatique,2024.0,1.5L,Mercedes-Benz,Classe C,Berline,Hybride essence
??BMW 520 D??,upon request,https://www.tayara.tn/item/67a099bfa487ea2259c460d2/Voitures/Ariana/Les_Jardins_El_Menzah_2/BMW_520_D/,287586.0,Noir,Nouveau,Automatique,2007.0,2.0L,BMW,Serie 5,Berline,Diesel
??KIA OPTIMA BVA??,upon request,https://www.tayara.tn/item/67c2d98093928ac5bc14721b/Voitures/Ariana/Les_Jardins_El_Menzah_2/KIA_OPTIMA_BVA/,1440165.0,Gris,Nouveau,Automatique,2013.0,2.0L,Kia,Optima,Berline,Essence
??? honda VFR 800 V-TEC ???,upon request,https://www.tayara.tn/item/6773cac1f39faeaa98c596b4/Motos/Ariana/Les_Jardins_El_Menzah_2/_honda_VFR_800_VTEC_/,36299.0,Gris,Nouveau,Automatique,2003.0,,Autres,Autres,Autres,
??PEUGEOT 308 ??,upon request,https://www.tayara.tn/item/67ab296586d5f7a45c1789c0/Voitures/Ariana/Les_Jardins_El_Menzah_2/PEUGEOT_308_/,44658.0,Gris,Nouveau,Manuelle,2020.0,1.2L,Peugeot,308,Berline,Essence
Opel corsa,upon request,https://www.tayara.tn/item/682868dc6238a0abfdd17606/Voitures/Zaghouan/En_Nadhour/Opel_corsa_/,0.0,Blanc,Nouveau,Manuelle,2000.0,1.3L,Opel,Astra,Autres,Essence
?? Golf 7 JOIN??,upon request,https://www.tayara.tn/item/67a09aa76286c241457ce082/Voitures/Ariana/Les_Jardins_El_Menzah_2/_Golf_7_JOIN/,86180.0,Gris,Nouveau,Manuelle,2018.0,<1.0L,Volkswagen,Golf,Berline,Essence
??Kia Rio SX ??,upon request,https://www.tayara.tn/item/673c4d4e0d8480a1e011f62b/Voitures/Ariana/Les_Jardins_El_Menzah_2/Kia_Rio_SX_/,68998.0,Marron,Nouveau,Manuelle,2019.0,1.2L,Kia,Rio,Berline,Essence
??MERCEDES-BENZ GLC 300 4MATIC COUPE AMG ??,upon request,https://www.tayara.tn/item/675d4100f39faeaa98b927f1/Voitures/Ariana/Les_Jardins_El_Menzah_2/MERCEDESBENZ_GLC_300_4MATIC_COUPE_AMG_/,41108.0,Blanc,Nouveau,Automatique,2021.0,2.0L,Mercedes-Benz,Classe GLC,4 x 4,Essence
??SSANGYONG TIVOLI ??,upon request,https://www.tayara.tn/item/676132f0b7de28167ec05add/Voitures/Ariana/Les_Jardins_El_Menzah_2/SSANGYONG_TIVOLI_/,81751.0,Blanc,Nouveau,Manuelle,2020.0,1.2L,Ssangyong,Tivoli,Berline,Essence
??BMW 520 D??,upon request,https://www.tayara.tn/item/676a732fb7de28167ec58b33/Voitures/Ariana/Les_Jardins_El_Menzah_2/BMW_520_D/,153451.0,Gris,Nouveau,Automatique,2015.0,1.8L,BMW,Serie 5,Berline,Diesel
??Mercedes C180 Kit AMG ??,upon request,https://www.tayara.tn/item/676a71c4b7de28167ec58a4d/Voitures/Ariana/Les_Jardins_El_Menzah_2/Mercedes_C180_Kit_AMG_/,63779.0,Blanc,Nouveau,Automatique,2019.0,1.6L,Mercedes-Benz,Classe C,Berline,Essence
?? TIGUAN kit R line??,upon request,https://www.tayara.tn/item/67613ab7b7de28167ec05f46/Voitures/Ariana/Les_Jardins_El_Menzah_2/_TIGUAN_kit_R_line/,9270.0,Blanc,Nouveau,Automatique,2023.0,1.4L,Volkswagen,Tiguan,Berline,Essence
??Kia SPORTAGE GT LINE HYBRIDE??,upon request,https://www.tayara.tn/item/676a749bb7de28167ec58c29/Voitures/Ariana/Les_Jardins_El_Menzah_2/Kia_SPORTAGE_GT_LINE_HYBRIDE/,99591.0,Gris,Nouveau,Automatique,2021.0,1.6L,Kia,Sportage,Berline,Hybride Diesel
??Mercedes C200 CDI ??,upon request,https://www.tayara.tn/item/67613ba6b7de28167ec05fb8/Voitures/Ariana/Les_Jardins_El_Menzah_2/Mercedes_C200_CDI_/,203001.0,Noir,Nouveau,Manuelle,2009.0,2.2L,Mercedes-Benz,Classe C,Berline,Diesel
??Mercedes GLA 250e Kit AMG Pack Night ??,upon request,https://www.tayara.tn/item/6729ea04981bc29b6445334b/Voitures/Ariana/Les_Jardins_El_Menzah_2/Mercedes_GLA_250e_Kit_AMG_Pack_Night_/,10730.0,Blanc,Nouveau,Automatique,2023.0,1.4L,Mercedes-Benz,Classe GLA,Berline,Electrique
??MITSUBISHI PAJERO (Transfert dossier)??,upon request,https://www.tayara.tn/item/67209f0499465ac42a6f8550/Voitures/Ariana/Les_Jardins_El_Menzah_2/MITSUBISHI_PAJERO_Transfert_dossier/,20084.0,Gris,Nouveau,Manuelle,2023.0,2.8L,Mitsubishi,Pajero,4 x 4,Diesel
??Mercedes E 200 Kit AMG Pack Night ??,upon request,https://www.tayara.tn/item/6729ea9972ad847c9c37e0fa/Voitures/Ariana/Les_Jardins_El_Menzah_2/Mercedes_E_200_Kit_AMG_Pack_Night_/,10776.0,Noir,Nouveau,Automatique,2023.0,2.0L,Mercedes-Benz,Classe E,Berline,Hybride essence
??Ford ECOSPORT??,upon request,https://www.tayara.tn/item/66d83704e2f0c13af83b3653/Voitures/Ariana/Les_Jardins_El_Menzah_2/Ford_ECOSPORT/,21544.0,Noir,Nouveau,Manuelle,2022.0,<1.0L,Ford,ECOSPORT,Berline,Essence
??BMW X3 3.0D(4x4) ??,upon request,https://www.tayara.tn/item/6729e8f8981bc29b64453226/Voitures/Ariana/Les_Jardins_El_Menzah_2/BMW_X3_30D4x4_/,186783.0,Noir,Nouveau,Automatique,2006.0,3.0L,BMW,X3,4 x 4,Diesel
?? SMART FORTWO EQ Cabrio??,upon request,https://www.tayara.tn/item/676fbb07b7de28167ec88c14/Voitures/Ariana/Les_Jardins_El_Menzah_2/_SMART_FORTWO_EQ_Cabrio/,15353.0,Vert,Nouveau,Automatique,2021.0,<1.0L,Smart,ForTwo,Cabriolet,Electrique
??Mercedes-Benz E180 AMG??,upon request,https://www.tayara.tn/item/6733184a3c20a99fb54de96b/Voitures/Ariana/Les_Jardins_El_Menzah_2/MercedesBenz_E180_AMG/,55001.0,Blanc,Nouveau,Automatique,2019.0,1.6L,Mercedes-Benz,Classe E,Berline,Essence
??MERCEDES-BENZ GLC 300 4MATIC COUPE AMG PACK NIGHT??,upon request,https://www.tayara.tn/item/66b5de54d0aad51c75e9dab2/Voitures/Ariana/Les_Jardins_El_Menzah_2/MERCEDESBENZ_GLC_300_4MATIC_COUPE_AMG_PACK_NIGHT/,82415.0,Noir,Nouveau,Automatique,2020.0,2.0L,Mercedes-Benz,Classe GLC,Berline,Electrique
??MERCEDES-BENZ GLC 300 4MATIC COUPE AMG PACK NIGHT??,upon request,https://www.tayara.tn/item/678fbc7b9bffab23b80d9a5e/Voitures/Ariana/Les_Jardins_El_Menzah_2/MERCEDESBENZ_GLC_300_4MATIC_COUPE_AMG_PACK_NIGHT/,14000.0,Noir,Nouveau,Automatique,2024.0,3.0L,Mercedes-Benz,Classe GLC,4 x 4,Hybride essence
Suzuki Spresso,29500.0,https://www.tayara.tn/item/6828688241532c94f15b6883/Voitures/Ben_Arous/El_Mourouj/Suzuki_Spresso_/,75000.0,Blanc,Avec kilométrage,Manuelle,2020.0,<1.0L,Suzuki,Autres,Autres,Essence
??Mercedes CLA 250e Kit AMG Pack Night ??,upon request,https://www.tayara.tn/item/6788c62e7041684afec41dc0/Voitures/Ariana/Les_Jardins_El_Menzah_2/Mercedes_CLA_250e_Kit_AMG_Pack_Night_/,22832.0,Blanc,Nouveau,Automatique,2023.0,1.4L,Mercedes-Benz,Classe CLA,Berline,Hybride essence
??PEUGEOT RIFTER ??,upon request,https://www.tayara.tn/item/67b460ef0b5f1b5530ff917a/Voitures/Ariana/Les_Jardins_El_Menzah_2/PEUGEOT_RIFTER_/,160961.0,Blanc,Nouveau,Manuelle,2020.0,1.5L,Peugeot,Partner,Berline,Diesel
??Nissan qashqai Tekna plus ??,upon request,https://www.tayara.tn/item/678fba949bffab23b80d9871/Voitures/Ariana/Les_Jardins_El_Menzah_2/Nissan_qashqai_Tekna_plus_/,22330.0,Blanc,Nouveau,Automatique,2022.0,1.3L,Nissan,Qashqai,Berline,Hybride essence
??CUPRA FORMENTOR ??,upon request,https://www.tayara.tn/item/67fe2701ca3467b14e7f21b3/Voitures/Ariana/Les_Jardins_El_Menzah_2/CUPRA_FORMENTOR_/,43346.0,Gris,Nouveau,Automatique,2022.0,1.4L,Autres,Autres,Berline,Hybride essence
??BMW 520i Pack M///??,upon request,https://www.tayara.tn/item/67bda1a5bf049e957eafe723/Voitures/Ariana/Les_Jardins_El_Menzah_2/BMW_520i_Pack_M/,76317.0,Bleu,Nouveau,Automatique,2020.0,1.6L,BMW,Serie 5,Berline,Essence
?? Golf 7 JOIN??,upon request,https://www.tayara.tn/item/67fe243cca3467b14e7f1e3c/Voitures/Ariana/Les_Jardins_El_Menzah_2/_Golf_7_JOIN/,102162.0,Rouge,Nouveau,Manuelle,2019.0,<1.0L,Volkswagen,Golf 7,Berline,Essence
??Kia Rio GT-Line??,upon request,https://www.tayara.tn/item/67ab2cb786d5f7a45c178d10/Voitures/Ariana/Les_Jardins_El_Menzah_2/Kia_Rio_GTLine/,47616.0,Bleu,Nouveau,Manuelle,2021.0,1.2L,Kia,Rio,Berline,Essence
??RANGE ROVER HSE SPORT (4x4)??,upon request,https://www.tayara.tn/item/67c2dfb393928ac5bc14752d/Voitures/Ariana/Les_Jardins_El_Menzah_2/RANGE_ROVER_HSE_SPORT_4x4/,151271.0,Blanc,Nouveau,Automatique,2016.0,3.0L,Land Rover,Range Rover Sport,4 x 4,Essence
?? Golf 8 Style ??,upon request,https://www.tayara.tn/item/681083bac1f8f57898e4ed9d/Voitures/Ariana/Les_Jardins_El_Menzah_2/_Golf_8_Style_/,52282.0,Blanc,Nouveau,Manuelle,2020.0,1.5L,Volkswagen,Golf 8,Berline,Essence
??PEUGEOT 208??,upon request,https://www.tayara.tn/item/6819c8d6c5beda2b51d95291/Voitures/Ariana/Les_Jardins_El_Menzah_2/PEUGEOT_208/,38088.0,Noir,Nouveau,Manuelle,2022.0,1.2L,Peugeot,208,Berline,Essence
??TOYOTA LAND CRUISER BVA??,upon request,https://www.tayara.tn/item/68074ce5c5beda2b51ccb8ff/Voitures/Ariana/Les_Jardins_El_Menzah_2/TOYOTA_LAND_CRUISER_BVA/,216544.0,Vert,Nouveau,Automatique,2007.0,>4.0L,Toyota,Land Cruiser,4 x 4,Diesel
??TOYOTA PRADO TX (4x4)??,upon request,https://www.tayara.tn/item/6819c854c1f8f57898eb4498/Voitures/Ariana/Les_Jardins_El_Menzah_2/TOYOTA_PRADO_TX_4x4/,266491.0,Blanc,Nouveau,Manuelle,2016.0,3.0L,Toyota,Prado,4 x 4,Diesel
Ford Eco sport Ecoboost - Tel 98479647 - 21140009,upon request,https://www.tayara.tn/item/682868496238a0abfdd175a7/Voitures/Ariana/Ariana/Ford_Eco_sport_Ecoboost_Tel_98479647_21140009/,138.0,Gris,Avec kilométrage,Automatique,2019.0,<1.0L,Ford,ECOSPORT,Compacte,Essence
??MERCEDES-BENZ GLC 300e 4MATIC COUPE AMG PACK NIGHT??,upon request,https://www.tayara.tn/item/682318b417a00be71b6fc23d/Voitures/Ariana/Les_Jardins_El_Menzah_2/MERCEDESBENZ_GLC_300e_4MATIC_COUPE_AMG_PACK_NIGHT/,69860.0,Gris,Nouveau,Automatique,2020.0,3.0L,Mercedes-Benz,Classe GLC,4 x 4,Hybride essence
?? Golf 7 confortline ??,upon request,https://www.tayara.tn/item/6819c702c5beda2b51d9510d/Voitures/Ariana/Les_Jardins_El_Menzah_2/_Golf_7_confortline_/,183854.0,Gris,Nouveau,Manuelle,2019.0,1.6L,Volkswagen,Golf,Berline,Diesel
??polo 7 sedan highline 1.4??,upon request,https://www.tayara.tn/item/682319c0cb21b3571b42e90f/Voitures/Ariana/Les_Jardins_El_Menzah_2/polo_7_sedan_highline_14/,55566.0,Gris,Nouveau,Manuelle,2021.0,1.4L,Volkswagen,Polo,Berline,Essence
??BMW X1 XDRIVE 1.8i Pack M///??,upon request,https://www.tayara.tn/item/6823180c17a00be71b6fc1af/Voitures/Ariana/Les_Jardins_El_Menzah_2/BMW_X1_XDRIVE_18i_Pack_M/,127941.0,Blanc,Nouveau,Automatique,2017.0,1.5L,BMW,X1,4 x 4,Essence
Avendre ou échange,38000.0,https://www.tayara.tn/item/6828682741532c94f15b6839/Voitures/Zaghouan/Zaghouen/Avendre_ou_change_/,200.0,Marron,Nouveau,Manuelle,2015.0,1.2L,Peugeot,2008,Compacte,Essence
2 Rétroviseurs rabattables gauche et droite w204,800.0,https://www.tayara.tn/item/682866dba4f2929d6eb40cbf/Pi%C3%A8ces%20et%20Accessoires%20pour%20v%C3%A9hicules/Tunis/Le_Bardo/2_Rtroviseurs_rabattables_gauche_et_droite_w204/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
CADDY 2 LITRE????,upon request,https://www.tayara.tn/item/682864f641532c94f15b662f/Voitures/Sousse/Sahloul/CADDY_2_LITRE/,70000.0,Gris,Avec kilométrage,Manuelle,2021.0,2.0L,Volkswagen,Caddy,Compacte,Diesel
Haval h6,108000.0,https://www.tayara.tn/item/682864c341532c94f15b6605/Voitures/Gafsa/Gafsa/Haval_h6_/,39000.0,Camel,Nouveau,Automatique,2023.0,1.5L,Haval,H6,Compacte,Essence
Seat Ibiza 98213616,10000.0,https://www.tayara.tn/item/682864bf41532c94f15b6601/Voitures/Sfax/Route_TANIOUR/Seat_Ibiza_98213616/,320000.0,Bleu,Avec kilométrage,Manuelle,,>4.0L,Seat,Ibiza,Compacte,Essence
Mercedes-Benz C coupe 2018-Tel 98479647-21140009,upon request,https://www.tayara.tn/item/6828647641532c94f15b65c2/Voitures/Ariana/Ariana/MercedesBenz_C_coupe_2018Tel_9847964721140009/,210.0,Noir,Avec kilométrage,Automatique,2018.0,1.8L,Mercedes-Benz,Classe C Coupe,Compacte,Essence
4 pneux 215.60.17,400.0,https://www.tayara.tn/item/682864726238a0abfdd17328/Voitures/Tunis/Manar/_4_pneux_2156017/,122000.0,Noir,Autres,Manuelle,2018.0,1.6L,Nissan,Qashqai,4 x 4,Diesel
Peugeot 208,40000.0,https://www.tayara.tn/item/6828644b6238a0abfdd1730a/Voitures/Ariana/Ariana/Peugeot_208/,58000.0,Gris,Avec kilométrage,Manuelle,2022.0,1.2L,Peugeot,208,Berline,Essence
golf 8 fin 2021,77800.0,https://www.tayara.tn/item/6814997ec5beda2b51d5b1f3/Voitures/Sousse/Sousse_Riadh/golf_8_fin_2021/,87000.0,Noir,Nouveau,Manuelle,2021.0,<1.0L,Volkswagen,Golf 8,Berline,Essence
K9 IMPORTÉ TOUT OPTION 3 PLACES,upon request,https://www.tayara.tn/item/682860af6238a0abfdd17009/Voitures/Monastir/Ksar_Hellal/K9_IMPORT_TOUT_OPTION_3_PLACES_/,116.0,Blanc,Nouveau,Manuelle,2020.0,1.5L,Peugeot,Partner,Berline,Diesel
???? ????? 390,upon request,https://www.tayara.tn/item/6828608d41532c94f15b629a/Engins%20Agricoles/Sfax/Menzel_Chaker/_390/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
Piece pour Fiat Neuf,90.0,https://www.tayara.tn/item/68286009411325b19b638ce3/Pi%C3%A8ces%20et%20Accessoires%20pour%20v%C3%A9hicules/Tunis/Tunis/Piece_pour_Fiat_Neuf/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
Renault kongo,7000.0,https://www.tayara.tn/item/68285ff2411325b19b638cd8/Voitures/Sousse/Sousse_Riadh/Renault_kongo_/,999699.0,Bleu,Avec kilométrage,Manuelle,1999.0,1.9L,Renault,Kangoo,Utilitaire,Diesel
Kia rio modéle:2018,44.0,https://www.tayara.tn/item/68285f046238a0abfdd16f1e/Voitures/Bizerte/Bizerte_Sud/Kia_rio_modle2018/,93000.0,Gris,Nouveau,Manuelle,2018.0,1.2L,Kia,Rio,Berline,Essence
HYUNDAI GRAND I 10 SEDAN TRÈS PROPRE,35800.0,https://www.tayara.tn/item/68285ebd41532c94f15b6184/Voitures/Tataouine/Tataouine/HYUNDAI_GRAND_I_10_SEDAN_TRS_PROPRE_/,113000.0,Gris,Avec kilométrage,Manuelle,2021.0,1.2L,Hyundai,Grand i10,Berline,Essence
kia rio 1ère main,upon request,https://www.tayara.tn/item/68285eac411325b19b638c33/Voitures/Sfax/Sfax_Ville/kia_rio_1re_main_/,150000.0,Blanc,Avec kilométrage,Manuelle,2015.0,1.4L,Kia,Rio,Compacte,Essence
Fiat panda,32.0,https://www.tayara.tn/item/68285e186238a0abfdd16e85/Voitures/La_Manouba/La_Manouba/Fiat_panda_/,140.0,Rouge,Avec kilométrage,Manuelle,2016.0,1.4L,Fiat,Panda,Compacte,Essence
Golf 7 1.2 TSI,upon request,https://www.tayara.tn/item/6823957ccb21b3571b4348e3/Voitures/Ben_Arous/Ezzahra/Golf_7_12_TSI/,297000.0,Noir,Avec kilométrage,Manuelle,2014.0,1.2L,Volkswagen,Golf 7,Berline,Essence
Volkswagen amarok 4motion double cabine full options très propre,upon request,https://www.tayara.tn/item/68285cae353da87a13635a6d/Voitures/Ariana/Ariana/Volkswagen_amarok_4motion_double_cabine_full_options_trs_propre_/,220000.0,Gris,Avec kilométrage,Manuelle,2016.0,2.0L,Volkswagen,Amarok,Pick up,Diesel
A vendre Ovetto??Yamaha 50Cm bloc Noir 2T importer de Allemagne????,upon request,https://www.tayara.tn/item/68285c756238a0abfdd16d98/Motos/Bizerte/Bizerte/A_vendre_OvettoYamaha_50Cm_bloc_Noir_2T_importer_de_Allemagne/,8173.0,Rouge,Avec kilométrage,Automatique,2003.0,,Autres,Autres,Autres,
Suzuki baleno,upon request,https://www.tayara.tn/item/68285bb941532c94f15b5f78/Voitures/Tunis/L_Aouina/Suzuki_baleno_/,87000.0,Gris,Avec kilométrage,Automatique,2018.0,1.4L,Suzuki,Baleno,Berline,Essence
Peugeot 2008 année 2016 toutes option premier main Numero : 23320442,33500.0,https://www.tayara.tn/item/68285bb46238a0abfdd16d0e/Voitures/Ariana/Jardins_El_Menzah/Peugeot_2008_anne_2016_toutes_option_premier_mainNumero_23320442_/,156.0,Blanc,Avec kilométrage,Manuelle,2016.0,2.0L,Peugeot,2008,Autres,Essence
SUZUKI CELERIO,upon request,https://www.tayara.tn/item/68285b766238a0abfdd16cd6/Voitures/Nabeul/Nabeul/SUZUKI_CELERIO/,74700.0,Gris,Avec kilométrage,Manuelle,2020.0,1.1L,Suzuki,Celerio,Compacte,Essence
à vendre doblo,upon request,https://www.tayara.tn/item/68285a8d41532c94f15b5e8f/Voitures/Sousse/Sahloul/_vendre_doblo_/,100.0,Blanc,Avec kilométrage,Manuelle,2020.0,1.4L,Fiat,Doblo,Utilitaire,Diesel
voiture hyundai,10.0,https://www.tayara.tn/item/68285a896238a0abfdd16c16/Voitures/Sfax/Sfax/voiture_hyundai_/,33.0,Gris,Nouveau,Manuelle,2023.0,<1.0L,Hyundai,I 10,Compacte,Essence
Isuzu dmx à vendre,upon request,https://www.tayara.tn/item/68285a1741532c94f15b5e33/Voitures/Siliana/Sidi_Bou_Rouis/Isuzu_dmx_vendre_/,330.0,Gris,Nouveau,Manuelle,2012.0,<1.0L,Isuzu,D-MAX,Autres,Diesel
Audi A3 mazout 1.9,27.0,https://www.tayara.tn/item/682859eb6238a0abfdd16b91/Voitures/Tunis/Le_Bardo/Audi_A3_mazout_19/,300.0,Gris,Nouveau,Manuelle,2004.0,1.9L,Audi,A3,Berline,Diesel
A vendre camion deux places Mutchbichi,upon request,https://www.tayara.tn/item/6828593b6238a0abfdd16b08/Camions/La_Manouba/Mornaguia/A_vendre_camion_deux_places_Mutchbichi_/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
C220 CDI restylée,65000.0,https://www.tayara.tn/item/682859096238a0abfdd16ae7/Voitures/Tunis/Le_Bardo/C220_CDI_restyle/,220000.0,Gris,Nouveau,Automatique,2011.0,2.2L,Mercedes-Benz,Classe C,Berline,Diesel
???? BMW serie 5 luxury line essence ???? ?? on accepte l échange des voitures ??,upon request,https://www.tayara.tn/item/682859076238a0abfdd16ae4/Voitures/Tunis/Tunis/_BMW_serie_5_luxury_line_essence_on_accepte_l_change_des_voitures_/,2018.0,Bleu,Nouveau,Automatique,2018.0,2.0L,BMW,Serie 5,Autres,Essence
Parachoc golf 7,250.0,https://www.tayara.tn/item/682858dc6238a0abfdd16ac9/Pi%C3%A8ces%20et%20Accessoires%20pour%20v%C3%A9hicules/Ariana/Ennasr/Parachoc_golf_7/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
Fiesta Titanium tts options,43000.0,https://www.tayara.tn/item/6828583e6238a0abfdd16a48/Voitures/Tunis/Le_Bardo/Fiesta_Titanium_tts_options/,110000.0,Noir,Nouveau,Manuelle,2019.0,1.1L,Ford,Fiesta,Autres,Essence
Evoque Diesel 2.2l,105000.0,https://www.tayara.tn/item/6828577b9019031dc4d5e5e3/Voitures/Tunis/Le_Bardo/Evoque_Diesel_22l/,187000.0,Noir,Nouveau,Automatique,2016.0,2.2L,Land Rover,Range Rover Evoque,4 x 4,Diesel
Porte arrière hayon clio2 bombée de 2000,800.0,https://www.tayara.tn/item/682856f59019031dc4d5e5ad/Pi%C3%A8ces%20et%20Accessoires%20pour%20v%C3%A9hicules/Tunis/La_Marsa/Porte_arrire_hayon_clio2_bombe_de_2000/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
?? Ford Eco Sport essence 2022/10 ?? ??A vendre ou a échange 29130012 /53100007,upon request,https://www.tayara.tn/item/682856e06238a0abfdd16980/Voitures/Tunis/Tunis/_Ford_Eco_Sport_essence_202210_A_vendre_ou_a_change_29130012_53100007/,90.0,Gris,Avec kilométrage,Manuelle,2022.0,<1.0L,Ford,ECOSPORT,Autres,Essence
BMW X3 X DRIVE 20 D,100000.0,https://www.tayara.tn/item/682856bf9019031dc4d5e596/Voitures/Nabeul/Nabeul/BMW_X3_X_DRIVE_20_D/,109000.0,Blanc,Avec kilométrage,Automatique,2013.0,2.0L,BMW,X3,4 x 4,Diesel
À vendre golf 7,65000.0,https://www.tayara.tn/item/680df194c1f8f57898e338e2/Voitures/Tunis/Ain_Zaghouen/_vendre_golf_7/,65000.0,Blanc,Avec kilométrage,Automatique,,,Volkswagen,Golf,Compacte,Essence
Moteur clio 2 essence 1.2 essence à câble,1650.0,https://www.tayara.tn/item/6828561541532c94f15b5bcc/Pi%C3%A8ces%20et%20Accessoires%20pour%20v%C3%A9hicules/Tunis/La_Marsa/Moteur_clio_2_essence_12_essence_cble_/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
???? BMW X6 DIESEL 3L 2012 SERIE 206 ???? ?? on accepte l échange des voitures ?? 29130012 ????53 100 007?,upon request,https://www.tayara.tn/item/682855c241532c94f15b5b9b/Voitures/Tunis/La_Marsa/_BMW_X6_DIESEL_3L_2012_SERIE_206_on_accepte_l_change_des_voitures_29130012_53_100_007_/,210000.0,Blanc,Avec kilométrage,Manuelle,2012.0,3.0L,BMW,X6,Autres,Diesel
Fiat uno a vendre,7500.0,https://www.tayara.tn/item/682855ad6238a0abfdd168f6/Voitures/Gabs/Gabs_Ouest/Fiat_uno_a_vendre/,,Bleu,Autres,Autres,,,Fiat,Uno,Autres,Essence
GOLF 7.5,upon request,https://www.tayara.tn/item/6828553c9019031dc4d5e4c5/Voitures/Sfax/Sfax/GOLF_75/,130000.0,Gris,Avec kilométrage,Automatique,2018.0,1.2L,Volkswagen,Golf 7,Berline,Essence
Évoque R-Dynamic,1111.0,https://www.tayara.tn/item/6828551641532c94f15b5b36/Voitures/Tunis/L_Aouina/voque_RDynamic/,28000.0,Noir,Nouveau,Automatique,2024.0,1.9L,Land Rover,Range Rover Evoque,Compacte,Essence
Caddy TDI état irréprochable,31900.0,https://www.tayara.tn/item/682854d741532c94f15b5b1c/Voitures/Tunis/El_Menzah_1/Caddy_TDI_tat_irrprochable_/,270000.0,Gris,Avec kilométrage,Manuelle,2014.0,1.6L,Volkswagen,Caddy,Berline,Diesel
